English,URL
astonishing,https://www.oxfordlearnersdictionaries.com/definition/english/astonishing
attachment,https://www.oxfordlearnersdictionaries.com/definition/english/attachment
attempt,https://www.oxfordlearnersdictionaries.com/definition/english/attempt_1
attempt,https://www.oxfordlearnersdictionaries.com/definition/english/attempt_2
auction,https://www.oxfordlearnersdictionaries.com/definition/english/auction_1
audio,https://www.oxfordlearnersdictionaries.com/definition/english/audio_1
automatic,https://www.oxfordlearnersdictionaries.com/definition/english/automatic_1
automatically,https://www.oxfordlearnersdictionaries.com/definition/english/automatically
awareness,https://www.oxfordlearnersdictionaries.com/definition/english/awareness
awkward,https://www.oxfordlearnersdictionaries.com/definition/english/awkward
back,https://www.oxfordlearnersdictionaries.com/definition/english/back_4
bacteria,https://www.oxfordlearnersdictionaries.com/definition/english/bacteria
badge,https://www.oxfordlearnersdictionaries.com/definition/english/badge
balanced,https://www.oxfordlearnersdictionaries.com/definition/english/balanced
ballet,https://www.oxfordlearnersdictionaries.com/definition/english/ballet
balloon,https://www.oxfordlearnersdictionaries.com/definition/english/balloon_1
bar,https://www.oxfordlearnersdictionaries.com/definition/english/bar_2
barely,https://www.oxfordlearnersdictionaries.com/definition/english/barely
bargain,https://www.oxfordlearnersdictionaries.com/definition/english/bargain_1
barrier,https://www.oxfordlearnersdictionaries.com/definition/english/barrier
basement,https://www.oxfordlearnersdictionaries.com/definition/english/basement
basically,https://www.oxfordlearnersdictionaries.com/definition/english/basically
basket,https://www.oxfordlearnersdictionaries.com/definition/english/basket
bat,https://www.oxfordlearnersdictionaries.com/definition/english/bat_1
battle,https://www.oxfordlearnersdictionaries.com/definition/english/battle_2
bear,https://www.oxfordlearnersdictionaries.com/definition/english/bear_1
beat,https://www.oxfordlearnersdictionaries.com/definition/english/beat_2
beg,https://www.oxfordlearnersdictionaries.com/definition/english/beg
being,https://www.oxfordlearnersdictionaries.com/definition/english/being
beneficial,https://www.oxfordlearnersdictionaries.com/definition/english/beneficial
bent,https://www.oxfordlearnersdictionaries.com/definition/english/bent_1
beside,https://www.oxfordlearnersdictionaries.com/definition/english/beside
besides,https://www.oxfordlearnersdictionaries.com/definition/english/besides_2
besides,https://www.oxfordlearnersdictionaries.com/definition/english/besides_1
bet,https://www.oxfordlearnersdictionaries.com/definition/english/bet_2
bet,https://www.oxfordlearnersdictionaries.com/definition/english/bet_1
beyond,https://www.oxfordlearnersdictionaries.com/definition/english/beyond_2
beyond,https://www.oxfordlearnersdictionaries.com/definition/english/beyond_1
bias,https://www.oxfordlearnersdictionaries.com/definition/english/bias_1
bid,https://www.oxfordlearnersdictionaries.com/definition/english/bid1_1
bid,https://www.oxfordlearnersdictionaries.com/definition/english/bid1_2
bill,https://www.oxfordlearnersdictionaries.com/definition/english/bill_2
biological,https://www.oxfordlearnersdictionaries.com/definition/english/biological
bitter,https://www.oxfordlearnersdictionaries.com/definition/english/bitter_1
blame,https://www.oxfordlearnersdictionaries.com/definition/english/blame_2
blame,https://www.oxfordlearnersdictionaries.com/definition/english/blame_1
blanket,https://www.oxfordlearnersdictionaries.com/definition/english/blanket_1
blind,https://www.oxfordlearnersdictionaries.com/definition/english/blind_1
blow,https://www.oxfordlearnersdictionaries.com/definition/english/blow_2
bold,https://www.oxfordlearnersdictionaries.com/definition/english/bold_1
bombing,https://www.oxfordlearnersdictionaries.com/definition/english/bombing
bond,https://www.oxfordlearnersdictionaries.com/definition/english/bond_1
booking,https://www.oxfordlearnersdictionaries.com/definition/english/booking
boost,https://www.oxfordlearnersdictionaries.com/definition/english/boost_2
boost,https://www.oxfordlearnersdictionaries.com/definition/english/boost_1
border,https://www.oxfordlearnersdictionaries.com/definition/english/border_2
bound,https://www.oxfordlearnersdictionaries.com/definition/english/bound_1
breast,https://www.oxfordlearnersdictionaries.com/definition/english/breast_1
brick,https://www.oxfordlearnersdictionaries.com/definition/english/brick_1
brief,https://www.oxfordlearnersdictionaries.com/definition/english/brief_1
briefly,https://www.oxfordlearnersdictionaries.com/definition/english/briefly
broad,https://www.oxfordlearnersdictionaries.com/definition/english/broad_1
broadcast,https://www.oxfordlearnersdictionaries.com/definition/english/broadcast_2
broadcast,https://www.oxfordlearnersdictionaries.com/definition/english/broadcast_1
broadcaster,https://www.oxfordlearnersdictionaries.com/definition/english/broadcaster
broadly,https://www.oxfordlearnersdictionaries.com/definition/english/broadly
budget,https://www.oxfordlearnersdictionaries.com/definition/english/budget_1
bug,https://www.oxfordlearnersdictionaries.com/definition/english/bug_1
bullet,https://www.oxfordlearnersdictionaries.com/definition/english/bullet
bunch,https://www.oxfordlearnersdictionaries.com/definition/english/bunch_1
burn,https://www.oxfordlearnersdictionaries.com/definition/english/burn_2
bush,https://www.oxfordlearnersdictionaries.com/definition/english/bush
but,https://www.oxfordlearnersdictionaries.com/definition/english/but_2
cabin,https://www.oxfordlearnersdictionaries.com/definition/english/cabin
cable,https://www.oxfordlearnersdictionaries.com/definition/english/cable_1
calculate,https://www.oxfordlearnersdictionaries.com/definition/english/calculate
canal,https://www.oxfordlearnersdictionaries.com/definition/english/canal
cancel,https://www.oxfordlearnersdictionaries.com/definition/english/cancel
cancer,https://www.oxfordlearnersdictionaries.com/definition/english/cancer_1
candle,https://www.oxfordlearnersdictionaries.com/definition/english/candle
capable,https://www.oxfordlearnersdictionaries.com/definition/english/capable
capacity,https://www.oxfordlearnersdictionaries.com/definition/english/capacity
capture,https://www.oxfordlearnersdictionaries.com/definition/english/capture_2
capture,https://www.oxfordlearnersdictionaries.com/definition/english/capture_1
carbon,https://www.oxfordlearnersdictionaries.com/definition/english/carbon
cast,https://www.oxfordlearnersdictionaries.com/definition/english/cast_2
cast,https://www.oxfordlearnersdictionaries.com/definition/english/cast_1
casual,https://www.oxfordlearnersdictionaries.com/definition/english/casual_1
catch,https://www.oxfordlearnersdictionaries.com/definition/english/catch_2
cave,https://www.oxfordlearnersdictionaries.com/definition/english/cave_1
cell,https://www.oxfordlearnersdictionaries.com/definition/english/cell
certainty,https://www.oxfordlearnersdictionaries.com/definition/english/certainty
certificate,https://www.oxfordlearnersdictionaries.com/definition/english/certificate_1
chain,https://www.oxfordlearnersdictionaries.com/definition/english/chain_2
chair,https://www.oxfordlearnersdictionaries.com/definition/english/chair_2
chairman,https://www.oxfordlearnersdictionaries.com/definition/english/chairman
challenge,https://www.oxfordlearnersdictionaries.com/definition/english/challenge_2
challenging,https://www.oxfordlearnersdictionaries.com/definition/english/challenging
championship,https://www.oxfordlearnersdictionaries.com/definition/english/championship
characteristic,https://www.oxfordlearnersdictionaries.com/definition/english/characteristic_2
characteristic,https://www.oxfordlearnersdictionaries.com/definition/english/characteristic_1
charming,https://www.oxfordlearnersdictionaries.com/definition/english/charming
chart,https://www.oxfordlearnersdictionaries.com/definition/english/chart_2
chase,https://www.oxfordlearnersdictionaries.com/definition/english/chase_2
chase,https://www.oxfordlearnersdictionaries.com/definition/english/chase_1
cheek,https://www.oxfordlearnersdictionaries.com/definition/english/cheek_1
cheer,https://www.oxfordlearnersdictionaries.com/definition/english/cheer_2
cheer,https://www.oxfordlearnersdictionaries.com/definition/english/cheer_1
chief,https://www.oxfordlearnersdictionaries.com/definition/english/chief_1
chief,https://www.oxfordlearnersdictionaries.com/definition/english/chief_2
choir,https://www.oxfordlearnersdictionaries.com/definition/english/choir
chop,https://www.oxfordlearnersdictionaries.com/definition/english/chop_1
circuit,https://www.oxfordlearnersdictionaries.com/definition/english/circuit
circumstance,https://www.oxfordlearnersdictionaries.com/definition/english/circumstance
cite,https://www.oxfordlearnersdictionaries.com/definition/english/cite
citizen,https://www.oxfordlearnersdictionaries.com/definition/english/citizen
civil,https://www.oxfordlearnersdictionaries.com/definition/english/civil
civilization,https://www.oxfordlearnersdictionaries.com/definition/english/civilization
clarify,https://www.oxfordlearnersdictionaries.com/definition/english/clarify
classic,https://www.oxfordlearnersdictionaries.com/definition/english/classic_1
classic,https://www.oxfordlearnersdictionaries.com/definition/english/classic_2
classify,https://www.oxfordlearnersdictionaries.com/definition/english/classify
clerk,https://www.oxfordlearnersdictionaries.com/definition/english/clerk_1
cliff,https://www.oxfordlearnersdictionaries.com/definition/english/cliff_1
clinic,https://www.oxfordlearnersdictionaries.com/definition/english/clinic
clip,https://www.oxfordlearnersdictionaries.com/definition/english/clip_1
close,https://www.oxfordlearnersdictionaries.com/definition/english/close1_2
closely,https://www.oxfordlearnersdictionaries.com/definition/english/closely
coincidence,https://www.oxfordlearnersdictionaries.com/definition/english/coincidence
collapse,https://www.oxfordlearnersdictionaries.com/definition/english/collapse_2
collapse,https://www.oxfordlearnersdictionaries.com/definition/english/collapse_1
collector,https://www.oxfordlearnersdictionaries.com/definition/english/collector
colony,https://www.oxfordlearnersdictionaries.com/definition/english/colony
colourful,https://www.oxfordlearnersdictionaries.com/definition/english/colourful
combination,https://www.oxfordlearnersdictionaries.com/definition/english/combination
comfort,https://www.oxfordlearnersdictionaries.com/definition/english/comfort_1
comfort,https://www.oxfordlearnersdictionaries.com/definition/english/comfort_2
comic,https://www.oxfordlearnersdictionaries.com/definition/english/comic_1
comic,https://www.oxfordlearnersdictionaries.com/definition/english/comic_2
command,https://www.oxfordlearnersdictionaries.com/definition/english/command_1
command,https://www.oxfordlearnersdictionaries.com/definition/english/command_2
commander,https://www.oxfordlearnersdictionaries.com/definition/english/commander
commission,https://www.oxfordlearnersdictionaries.com/definition/english/commission_1
commission,https://www.oxfordlearnersdictionaries.com/definition/english/commission_2
commitment,https://www.oxfordlearnersdictionaries.com/definition/english/commitment
committee,https://www.oxfordlearnersdictionaries.com/definition/english/committee
commonly,https://www.oxfordlearnersdictionaries.com/definition/english/commonly
comparative,https://www.oxfordlearnersdictionaries.com/definition/english/comparative_1
completion,https://www.oxfordlearnersdictionaries.com/definition/english/completion
complex,https://www.oxfordlearnersdictionaries.com/definition/english/complex_2
complicated,https://www.oxfordlearnersdictionaries.com/definition/english/complicated
component,https://www.oxfordlearnersdictionaries.com/definition/english/component_1
compose,https://www.oxfordlearnersdictionaries.com/definition/english/compose
composer,https://www.oxfordlearnersdictionaries.com/definition/english/composer
compound,https://www.oxfordlearnersdictionaries.com/definition/english/compound_1
comprehensive,https://www.oxfordlearnersdictionaries.com/definition/english/comprehensive_1
comprise,https://www.oxfordlearnersdictionaries.com/definition/english/comprise
compulsory,https://www.oxfordlearnersdictionaries.com/definition/english/compulsory
concentration,https://www.oxfordlearnersdictionaries.com/definition/english/concentration
concept,https://www.oxfordlearnersdictionaries.com/definition/english/concept
concern,https://www.oxfordlearnersdictionaries.com/definition/english/concern_2
concern,https://www.oxfordlearnersdictionaries.com/definition/english/concern_1
concerned,https://www.oxfordlearnersdictionaries.com/definition/english/concerned
concrete,https://www.oxfordlearnersdictionaries.com/definition/english/concrete_1
concrete,https://www.oxfordlearnersdictionaries.com/definition/english/concrete_2
conduct,https://www.oxfordlearnersdictionaries.com/definition/english/conduct_2
conduct,https://www.oxfordlearnersdictionaries.com/definition/english/conduct_1
confess,https://www.oxfordlearnersdictionaries.com/definition/english/confess
confidence,https://www.oxfordlearnersdictionaries.com/definition/english/confidence
conflict,https://www.oxfordlearnersdictionaries.com/definition/english/conflict_1
conflict,https://www.oxfordlearnersdictionaries.com/definition/english/conflict_2
confusing,https://www.oxfordlearnersdictionaries.com/definition/english/confusing
confusion,https://www.oxfordlearnersdictionaries.com/definition/english/confusion
conscious,https://www.oxfordlearnersdictionaries.com/definition/english/conscious
consequently,https://www.oxfordlearnersdictionaries.com/definition/english/consequently
conservation,https://www.oxfordlearnersdictionaries.com/definition/english/conservation
conservative,https://www.oxfordlearnersdictionaries.com/definition/english/conservative_1
conservative,https://www.oxfordlearnersdictionaries.com/definition/english/conservative_2
considerable,https://www.oxfordlearnersdictionaries.com/definition/english/considerable
considerably,https://www.oxfordlearnersdictionaries.com/definition/english/considerably
consideration,https://www.oxfordlearnersdictionaries.com/definition/english/consideration
consistent,https://www.oxfordlearnersdictionaries.com/definition/english/consistent
consistently,https://www.oxfordlearnersdictionaries.com/definition/english/consistently
conspiracy,https://www.oxfordlearnersdictionaries.com/definition/english/conspiracy
constant,https://www.oxfordlearnersdictionaries.com/definition/english/constant_1
constantly,https://www.oxfordlearnersdictionaries.com/definition/english/constantly
construct,https://www.oxfordlearnersdictionaries.com/definition/english/construct_1
construction,https://www.oxfordlearnersdictionaries.com/definition/english/construction
consult,https://www.oxfordlearnersdictionaries.com/definition/english/consult
consultant,https://www.oxfordlearnersdictionaries.com/definition/english/consultant
consumption,https://www.oxfordlearnersdictionaries.com/definition/english/consumption
contemporary,https://www.oxfordlearnersdictionaries.com/definition/english/contemporary_1
contest,https://www.oxfordlearnersdictionaries.com/definition/english/contest_1
contest,https://www.oxfordlearnersdictionaries.com/definition/english/contest_2
contract,https://www.oxfordlearnersdictionaries.com/definition/english/contract_1
contract,https://www.oxfordlearnersdictionaries.com/definition/english/contract_2
contribute,https://www.oxfordlearnersdictionaries.com/definition/english/contribute
contribution,https://www.oxfordlearnersdictionaries.com/definition/english/contribution
controversial,https://www.oxfordlearnersdictionaries.com/definition/english/controversial
controversy,https://www.oxfordlearnersdictionaries.com/definition/english/controversy
convenience,https://www.oxfordlearnersdictionaries.com/definition/english/convenience
convention,https://www.oxfordlearnersdictionaries.com/definition/english/convention
conventional,https://www.oxfordlearnersdictionaries.com/definition/english/conventional
convert,https://www.oxfordlearnersdictionaries.com/definition/english/convert_1
convey,https://www.oxfordlearnersdictionaries.com/definition/english/convey
convinced,https://www.oxfordlearnersdictionaries.com/definition/english/convinced
convincing,https://www.oxfordlearnersdictionaries.com/definition/english/convincing
cope,https://www.oxfordlearnersdictionaries.com/definition/english/cope_1
core,https://www.oxfordlearnersdictionaries.com/definition/english/core_2
core,https://www.oxfordlearnersdictionaries.com/definition/english/core_1
corporate,https://www.oxfordlearnersdictionaries.com/definition/english/corporate
corporation,https://www.oxfordlearnersdictionaries.com/definition/english/corporation
corridor,https://www.oxfordlearnersdictionaries.com/definition/english/corridor
council,https://www.oxfordlearnersdictionaries.com/definition/english/council
counter,https://www.oxfordlearnersdictionaries.com/definition/english/counter_1
county,https://www.oxfordlearnersdictionaries.com/definition/english/county_1
courage,https://www.oxfordlearnersdictionaries.com/definition/english/courage
coverage,https://www.oxfordlearnersdictionaries.com/definition/english/coverage
crack,https://www.oxfordlearnersdictionaries.com/definition/english/crack_2
crack,https://www.oxfordlearnersdictionaries.com/definition/english/crack_1
craft,https://www.oxfordlearnersdictionaries.com/definition/english/craft_1
crash,https://www.oxfordlearnersdictionaries.com/definition/english/crash_1
crash,https://www.oxfordlearnersdictionaries.com/definition/english/crash_2
creation,https://www.oxfordlearnersdictionaries.com/definition/english/creation
creativity,https://www.oxfordlearnersdictionaries.com/definition/english/creativity
creature,https://www.oxfordlearnersdictionaries.com/definition/english/creature
credit,https://www.oxfordlearnersdictionaries.com/definition/english/credit_2
crew,https://www.oxfordlearnersdictionaries.com/definition/english/crew_1
crisis,https://www.oxfordlearnersdictionaries.com/definition/english/crisis_1
criterion,https://www.oxfordlearnersdictionaries.com/definition/english/criterion
critic,https://www.oxfordlearnersdictionaries.com/definition/english/critic
critical,https://www.oxfordlearnersdictionaries.com/definition/english/critical
critically,https://www.oxfordlearnersdictionaries.com/definition/english/critically
criticism,https://www.oxfordlearnersdictionaries.com/definition/english/criticism
criticize,https://www.oxfordlearnersdictionaries.com/definition/english/criticize
crop,https://www.oxfordlearnersdictionaries.com/definition/english/crop_1
crucial,https://www.oxfordlearnersdictionaries.com/definition/english/crucial
cruise,https://www.oxfordlearnersdictionaries.com/definition/english/cruise_1
cruise,https://www.oxfordlearnersdictionaries.com/definition/english/cruise_2
cry,https://www.oxfordlearnersdictionaries.com/definition/english/cry_2
cue,https://www.oxfordlearnersdictionaries.com/definition/english/cue_1
cure,https://www.oxfordlearnersdictionaries.com/definition/english/cure_2
cure,https://www.oxfordlearnersdictionaries.com/definition/english/cure_1
curious,https://www.oxfordlearnersdictionaries.com/definition/english/curious
current,https://www.oxfordlearnersdictionaries.com/definition/english/current_2
curriculum,https://www.oxfordlearnersdictionaries.com/definition/english/curriculum
curve,https://www.oxfordlearnersdictionaries.com/definition/english/curve_1
curve,https://www.oxfordlearnersdictionaries.com/definition/english/curve_2
curved,https://www.oxfordlearnersdictionaries.com/definition/english/curved
cute,https://www.oxfordlearnersdictionaries.com/definition/english/cute
dairy,https://www.oxfordlearnersdictionaries.com/definition/english/dairy_2
dairy,https://www.oxfordlearnersdictionaries.com/definition/english/dairy_1
dare,https://www.oxfordlearnersdictionaries.com/definition/english/dare_1
darkness,https://www.oxfordlearnersdictionaries.com/definition/english/darkness
database,https://www.oxfordlearnersdictionaries.com/definition/english/database
date,https://www.oxfordlearnersdictionaries.com/definition/english/date_2
deadline,https://www.oxfordlearnersdictionaries.com/definition/english/deadline
deadly,https://www.oxfordlearnersdictionaries.com/definition/english/deadly_1
dealer,https://www.oxfordlearnersdictionaries.com/definition/english/dealer
debate,https://www.oxfordlearnersdictionaries.com/definition/english/debate_1
debate,https://www.oxfordlearnersdictionaries.com/definition/english/debate_2
debt,https://www.oxfordlearnersdictionaries.com/definition/english/debt
decent,https://www.oxfordlearnersdictionaries.com/definition/english/decent
deck,https://www.oxfordlearnersdictionaries.com/definition/english/deck_1
declare,https://www.oxfordlearnersdictionaries.com/definition/english/declare
decline,https://www.oxfordlearnersdictionaries.com/definition/english/decline_2
decline,https://www.oxfordlearnersdictionaries.com/definition/english/decline_1
decoration,https://www.oxfordlearnersdictionaries.com/definition/english/decoration
decrease,https://www.oxfordlearnersdictionaries.com/definition/english/decrease_2
decrease,https://www.oxfordlearnersdictionaries.com/definition/english/decrease_1
deeply,https://www.oxfordlearnersdictionaries.com/definition/english/deeply
defeat,https://www.oxfordlearnersdictionaries.com/definition/english/defeat_2
defeat,https://www.oxfordlearnersdictionaries.com/definition/english/defeat_1
defence,https://www.oxfordlearnersdictionaries.com/definition/english/defence
defend,https://www.oxfordlearnersdictionaries.com/definition/english/defend
defender,https://www.oxfordlearnersdictionaries.com/definition/english/defender
delay,https://www.oxfordlearnersdictionaries.com/definition/english/delay_1
delay,https://www.oxfordlearnersdictionaries.com/definition/english/delay_2
delete,https://www.oxfordlearnersdictionaries.com/definition/english/delete_1
deliberate,https://www.oxfordlearnersdictionaries.com/definition/english/deliberate_1
deliberately,https://www.oxfordlearnersdictionaries.com/definition/english/deliberately
delight,https://www.oxfordlearnersdictionaries.com/definition/english/delight_1
delight,https://www.oxfordlearnersdictionaries.com/definition/english/delight_2
delighted,https://www.oxfordlearnersdictionaries.com/definition/english/delighted
delivery,https://www.oxfordlearnersdictionaries.com/definition/english/delivery
demand,https://www.oxfordlearnersdictionaries.com/definition/english/demand_1
demand,https://www.oxfordlearnersdictionaries.com/definition/english/demand_2
democracy,https://www.oxfordlearnersdictionaries.com/definition/english/democracy
democratic,https://www.oxfordlearnersdictionaries.com/definition/english/democratic
demonstrate,https://www.oxfordlearnersdictionaries.com/definition/english/demonstrate
demonstration,https://www.oxfordlearnersdictionaries.com/definition/english/demonstration
deny,https://www.oxfordlearnersdictionaries.com/definition/english/deny
depart,https://www.oxfordlearnersdictionaries.com/definition/english/depart
dependent,https://www.oxfordlearnersdictionaries.com/definition/english/dependent_1
deposit,https://www.oxfordlearnersdictionaries.com/definition/english/deposit_1
depressed,https://www.oxfordlearnersdictionaries.com/definition/english/depressed
depressing,https://www.oxfordlearnersdictionaries.com/definition/english/depressing
depression,https://www.oxfordlearnersdictionaries.com/definition/english/depression
depth,https://www.oxfordlearnersdictionaries.com/definition/english/depth
derive,https://www.oxfordlearnersdictionaries.com/definition/english/derive
desert,https://www.oxfordlearnersdictionaries.com/definition/english/desert_2
deserve,https://www.oxfordlearnersdictionaries.com/definition/english/deserve
desire,https://www.oxfordlearnersdictionaries.com/definition/english/desire_1
desire,https://www.oxfordlearnersdictionaries.com/definition/english/desire_2
desperate,https://www.oxfordlearnersdictionaries.com/definition/english/desperate
desperately,https://www.oxfordlearnersdictionaries.com/definition/english/desperately
destruction,https://www.oxfordlearnersdictionaries.com/definition/english/destruction
detail,https://www.oxfordlearnersdictionaries.com/definition/english/detail_2
detailed,https://www.oxfordlearnersdictionaries.com/definition/english/detailed
detect,https://www.oxfordlearnersdictionaries.com/definition/english/detect
determination,https://www.oxfordlearnersdictionaries.com/definition/english/determination
devote,https://www.oxfordlearnersdictionaries.com/definition/english/devote
differ,https://www.oxfordlearnersdictionaries.com/definition/english/differ
dig,https://www.oxfordlearnersdictionaries.com/definition/english/dig_1
disability,https://www.oxfordlearnersdictionaries.com/definition/english/disability
disabled,https://www.oxfordlearnersdictionaries.com/definition/english/disabled
disagreement,https://www.oxfordlearnersdictionaries.com/definition/english/disagreement
disappoint,https://www.oxfordlearnersdictionaries.com/definition/english/disappoint
disappointment,https://www.oxfordlearnersdictionaries.com/definition/english/disappointment
disc,https://www.oxfordlearnersdictionaries.com/definition/english/disc
discipline,https://www.oxfordlearnersdictionaries.com/definition/english/discipline_1
discount,https://www.oxfordlearnersdictionaries.com/definition/english/discount_2
discourage,https://www.oxfordlearnersdictionaries.com/definition/english/discourage
dishonest,https://www.oxfordlearnersdictionaries.com/definition/english/dishonest
disk,https://www.oxfordlearnersdictionaries.com/definition/english/disk
